5.78;-29.582;0;3.78
5.8;-28;0;3.8
5.82;-26.857;0;3.82
5.84;-27.736;0;3.84
5.86;-28.879;0;3.86
5.88;-29.582;0;3.88
5.9;-28;0;3.9
5.92;-27.297;0;3.92
5.94;-28.088;0;3.94
5.96;-28.967;0;3.96
5.98;-29.67;0;3.98
6;-28.176;0;4
6.02;-27.121;0;4.02
6.04;-27.912;0;4.04
6.06;-28.176;0;4.06
6.08;-28.703;0;4.08
6.1;-26.682;0;4.1
6.12;-25.715;0;4.12
6.14;-25.451;0;4.14
6.16;-25.715;0;4.16
6.18;-23.693;0;4.18
6.2;-20.968;0;4.2
6.22;-19.21;0;4.22
6.24;-18.771;0;4.24
6.26;-17.364;0;4.26
6.28;-15.167;0;4.28
6.3;-12.969;0;4.3
6.32;-11.211;0;4.32
6.34;-10.596;0;4.34
6.36;-9.365;0;4.36
6.38;-7.607;0;4.38
6.4;-6.289;0;4.4
6.42;-5.761;0;4.42
6.44;-6.113;0;4.44
6.46;-5.673;0;4.46
6.48;-4.267;0;4.48
6.5;-3.476;0;4.5
6.52;-3.036;0;4.52
6.54;-2.861;0;4.54
6.56;-2.509;0;4.56
6.58;-1.191;0;4.58
6.6;-0.399;0;4.6
6.62;0.128;0;4.62
6.64;0.304;0;4.64
6.66;1.271;0;4.66
6.68;3.468;0;4.68
6.7;4.699;0;4.7
6.72;1.886;0;4.72
6.74;1.798;0;4.74
6.76;2.589;0;4.76
6.78;3.732;0;4.78
6.8;3.996;0;4.8
6.82;4.347;0;4.82
6.84;3.996;0;4.84
6.86;2.941;0;4.86
6.88;3.292;0;4.88
6.9;3.292;0;4.9
6.92;3.556;0;4.92
6.94;4.347;0;4.94
6.96;5.05;0;4.96
6.98;5.138;0;4.98
7;5.49;0;5
7.02;6.193;0;5.02
7.04;7.16;0;5.04
7.06;6.896;0;5.06
7.08;6.017;0;5.08
7.1;5.841;0;5.1
7.12;6.193;0;5.12
7.14;5.929;0;5.14
7.16;5.578;0;5.16
7.18;6.017;0;5.18
7.2;9.094;0;5.2
7.22;6.281;0;5.22
7.24;6.105;0;5.24
7.26;4.875;0;5.26
7.28;1.71;0;5.28
7.3;3.38;0;5.3
7.32;2.501;0;5.32
7.34;3.292;0;5.34
7.36;0.392;0;5.36
7.38;-2.333;0;5.38
7.4;-1.982;0;5.4
7.42;-3.388;0;5.42
7.44;-3.652;0;5.44
7.46;-2.07;0;5.46
7.48;-0.399;0;5.48
7.5;0.567;0;5.5
7.52;1.446;0;5.52
7.54;2.062;0;5.54
7.56;3.029;0;5.56
7.58;4.962;0;5.58
7.6;5.138;0;5.6
7.62;6.72;0;5.62
7.64;6.457;0;5.64
7.66;9.094;0;5.66
7.68;5.138;0;5.68
7.7;7.951;0;5.7
7.72;6.017;0;5.72
7.74;6.369;0;5.74
7.76;3.732;0;5.76
7.78;4.611;0;5.78
7.8;2.941;0;5.8
7.82;2.853;0;5.82
7.84;2.15;0;5.84
7.86;2.853;0;5.86
7.88;3.204;0;5.88
7.9;1.886;0;5.9
7.92;2.501;0;5.92
7.94;6.193;0;5.94
7.96;0.655;0;5.96
7.98;2.765;0;5.98
8;4.787;0;6
8.02;2.238;0;6.02
8.04;-0.048;0;6.04
8.06;0.48;0;6.06
8.08;1.622;0;6.08
8.1;1.359;0;6.1
8.12;1.446;0;6.12
8.14;1.007;0;6.14
8.16;3.029;0;6.16
8.18;2.765;0;6.18
8.2;2.413;0;6.2
8.22;2.325;0;6.22
8.24;3.556;0;6.24
8.26;4.171;0;6.26
8.28;4.699;0;6.28
8.3;5.49;0;6.3
8.32;3.38;0;6.32
8.34;4.347;0;6.34
8.36;5.402;0;6.36
